,author_gender,author_birth_year,narrative,label
233,נקבה,1997,"במהלך שנת הקורונה אחרי שעברנו כמה סגרים, בתור רווקה ללא ילדים חיכיתי שיפתחו את השמיים, ולכן ברגע שפתחו את השמיים אני והבן זוג שלי קנינו כרטיסי טיסה לחול (באותו זמן נעשה ההסכם שלום עם דובאי ולכן ראינו את זה כהזדמנות לטוס ליעד שתמיד חלמנו) כשהגענו לשם היה מדהים, גורדי שחקים, ברים, מסיבות, מסעדות, שמש ים, לגמרי מה שלא ראינו כבר תקופה. לעומת ישראל שם לא הייתה תחושת פניקה לגבי הקורונה שם יש חיים ואפשר לצאת להנות ולבלות. סגרנו טיול של חמישה לילות שישה ימים וללא ספק נהנו מכל רגע לאחר כמה ימים הודיעו בישראל על סגירת שמיים ולכן נתקלנו בבעיה גדולה משום שלא הצלחנו להשיג טיסה מהרגע להרגע ומאותה שנייה ידענו שאין לדעת עד מתי נתקע בדובאי. התחלנו להתקשר לכל מקום אפשרי בישראל שאולי יוכלו לעזור לנו, ניסינו להעזר בחברות ביטוח ועדיין ללא כל סיכוי לעזור לנו, אנחנו שנינו אנשים עובדים ואני סטודנטית למזלנו אני לקחתי את הלפטופ של העבודה ויכולתי לעבוד משם. בימים הראשונים הסתדרנו בכל זאת היתה אווירה של חופשה ונהנו אבל ככל שהזמן עבר זה ניהיה יותר ויותר בעייתי – גם מבחינה כספית דובאי מאוד יקרה וגם לא ידענו עד מתי זה יימשך ומה נעשה?  לאחר שבוע וחצי החלטנו להשכיר דירה במקום מלון והתחלנו לצמצם בעלויות, המשכנו לנסות להשיג את הרשויות ולהבין האם יש דרך לחזור לארץ ולבסוף אחרי שלושה שבועות מצאנו טיסה עם קונקיישן והמתנה מאוד ארוכה ובנוסף שילמנו על זה המון כסף. בימים שלפני העזיבה קיווינו שהטיסה לא תתבטל ולבסוף היא התבטלה ונאצלנו להיות עוד 4 ימים בדובאי ולבזבז עוד המון כסף על חופשה שהתחילה מושלם ובסוף הייתה כמו סיוט. בגדול למדנו לקח עם המדינה שלנו והסגרים לא ניתן לדעת מה יהיה ועדיף לא להיות פזיזים וישר לטוס ברגע שאומרים שהשמיים נפתחו בנוסף המון אנשים נדבקו בדובאי למזלנו יצאנו שלילים לבסוף וכשחזרנו לארץ למדנו להעריך ולהנות גם אם יש סגר אצלנו ולבסוף אפשר לראות שזה ישתלם כי עכשיו יש הרגשה אחרת במדינה שלנו",0
234,נקבה,2001,"ארצה לשתף בחוויה שהייתה לי בחופשת הקיץ הזו. קיץ זה תמיד זמן מושלם לצבור חוויות ולהנות אז באחד מימי השיש  בבוקר באופן ספונטני החלטנו לנסוע לכינרת-מקום שאני אישית מאוד אוהבת.ארגנו תיק עם בגדי החלפה, אוכל להכין על האש ושתיה. משפחתי המורחבת הצטרפו אלינו לטיול.החלנו בנסיעה שארכה זמן רב, ובמהלך הנסיעה ניופים רבים ויפים היו. לאחר נסיעה ארוכה,הגענו לכינרת, התחלנו את היום בשחיה בכנרת והמשך שיחקנו גם קצת בכדור.השכרנו אופנוע ים ונסענו וזה היה חוויה מאוד כיפית ומהנה לכל המשפחה במיוחד כי זה היה הפעם הראשונה שנסעתי. ראינו  ספינות טיולים ומפרשיות רבות שיש שם. בצהריים עשינו על האש,ואכלנו מכל סוגי הבשר, הדלקנו מנגל כמובן בשטח מותר.אכלתי מכל סוגי הבשר שאני מאוד אוהבת, אחותי הקטנה שרה שיר שלמדה בגן ואני סיפרתי בדיחות וצחקתי עם המשפחה. אבא ואימא  צחקו. כולנו היינו ביחד וזה היה כיף אחרי הרבה זמן שלא נהנו יחדיו. אחרי מספר שעות של בילוי והנאה,ממש לא רציתי שהיום הזה יגמר אך לצערנו שבת היתה צריכה להיכנס והיינו צריכים לשוב הביתה. לא רציתי לחזור הביתה, אני מאוד אוהבת לנסוע עם כל המשפחה לטיול, אני ממליצה על הכנרת מכיוון שזה מקום יפה, המים בכנרת מתוקים כיף לשהות שעות ארוכות בתוך המים ולצוף.
במהלך הנסיעה חזור לפתע האוטו נתקע, ונאצלנו להמתין במשך שעה עד שהגיעו לתקן אותו. ההמתנה היתה מאוד מייגעת וקשה, במיוחד כי היינו תשושים ועייפים וגם ורצינו להגיע הביתה לפני כניסת שבת. סוף סוף לאחר שתיקנו עבורנו את האוטו יכלנו להמשיך בנסיעה ולאחר נסיעה ארוכה שבה שמענו שירים מרגיעים ובעיקר ישנו ונחנו, הגענו הביתה.שהגענו הביתה היינו מאוד עייפים, התיישבנו לאכול ארוחת שישי לאחר כל היום המעייף,סיפרנו קצת חוויות על כל היום שהיה, שרנו קצת שירים, ואז אכלנו אוכל שאני מאוד אוהבת ובסופו של דבר פנינו את הכלים, ניקינו את המטבח ומיד הלכנו לישון. זה היה יום מאוד מהנה, כיפי, חוויתי, עם הרבה צחוקים ובעיקר התגבשנו כמשפחה מורחבת, וחלקנו חוויות שאותן לא אשכח לעולם.",0
235,זכר,1996,"נסעתי עם חברים לים, היה יום חם ורצינו ללכת לנצל אותו ולהיות קצת בשמש. כשהגענו לחוף גילינו שהוא מלא באנשים ושאין מקום פנוי לשבת, הלכנו לחפש מקום פנוי. אחרי 10 דק' של הליכה הגענו למקום שיחסית מבודד מאנשים וישבנו שם ושמנו שירים. אחרי חצי שעה באו כמה בנים ואמרו לנו להנמיך את המוזיקה כי הם שמים מוזיקה שלהם ומה שאנחנו שמים מפריע להם. בכל מקרה שמנו את השירים ואחרי חצי שעה הם זרקו על חברה שלי כדור של מטקות לפנים. הכדור פגע בה ועשה לה סימן אדום בוהק. כדי לא להיכנס לריב מיותר הלכנו למקום אחר.",0
236,זכר,1995,"זה היה יום גשום כבר סוף עונה. הגשם לא הפסיק למלא את החלון בטיפות אשר היו נראות כמו מיליון הכוכבים שפקדו את השמיים בלילה מדברי. 
סבתא שלי, עימה אני מתגורר , לא הפסיקה להשתעל במשך כל הלילה. השיעול שלה היה כל כך חזק שהיה נשמע כנביחת כלב המגן על חצר ביתו.  
התעוררתי בבהלה לשיעול הטורדני ומיד אמרתי לסבתא ""את רואה מה הסיגריות עשו לך, את חייבת להפסיק, את מפריעה לי בשנתי"", סבתא שאינה מצליחה לדבר מפאת גילה ומגבלותיה עשתה את הדבר ההפוך מכל המוסכמות, קמה ממיטה תוך שנעזרת בהליכון הישן שלרגליו כדורי טניס שחוקים והלכה למרפסת. הדליקה עוד סיגריה ובסוף עוד זרקה את הבדל למרפסת של השכנה בזלזול. 
שסבתא הדליקה את הסיגריה ראיתי שהיא עם השיניים הלבנות , אמרתי לה "" סבתא למה את עם השיניים הלבנות זה שיניים ליציאה , שימי את הצהובות שאת מעשנת ותפסיקי לזרוק את הבדלים למרפסת של השכנה"".
כמובן שסבתי לא הקשיבה וחזרה להשתעל תוך כדי שינה.
למחרת בבוקר ראיתי שהשכנה כנקמה השאירה אוכל לחתולות בכניסה לבניין והתחלתי לצעוק "" 100 פעם אמרתי לך לא להשאיר אוכל לחתולות "" והתחלתי לבעוט בו עם הרגל ולפזר אותו לכל עבר.
לאחר מכן לקחתי את סבתא לרופא וסיפרתי לו על השיעול שליווה אותנו במהלך כל החשכה. לאחר שהסתכל במדדים של סבתא חשכו עיניו ומיד אמר לסבתא שאם לא תפסיק לעשן תמצא עצמה בגן עדן מסתכלת על כולם שם מלמעלה.
אוי סבתי העקשנית אמרתי, הולכת עם ראש בקיר ואינה משאירה סיגריה אחת בקופסא. 
לאחר כחודש קרה הנורא מכל, סבתי הלכה לעולמה ואיתה גם השיעול. מצד אחד שמחתי אך מצד שני התעצבתי כי נהיה בביתי שקט מוחלט. 
לקחתי את סבי מבית האבות לשבעה של סבתא, במהלך השבעה שלה השכן עבר ליד הדלת וראה על השולחן גאודה , הוא חשב לעצמו בן אדם לא סתם מוציא גאודה בטוח קרה משהו והחליט להיכנס לביתי, בקשתי ממנו להשלים מניין למרות שכבר היו 11 אנשים והוא ה12 , השכן ראה שיש כבר 10 אנשים ורצה ללכת ואז אמר לי ""אפשר ללכת? יש לכם פה כבר 10 אנשים"" ואז עניתי לו ""נו ו.."" ואז ענה ""ומניין זה 10"" ואז עניתי לו ""ותריסר זה 12 והיום אנחנו עושים תריסר"", סבא לא הפסיק להתעצבן עליו, הוא כבר בגיל שאין לו מה להפסיד ולא כדאי להתעסק איתו, החזרתי את סבא לבית האבות והוא החליט שבגלל שאני נכד טוב להוריש לי את הדירה של סבתא.",0
237,זכר,1995,"נסענו למסלול מוטור סיטי שליד באר שבע על מנת לעשות דריפטים. יום שישי, שעת בוקר מוקדמת, יוצאים לנסיעה לפנות בוקר על מנת להגיע למסלול שעוד נעים ולא חם מידי
יום לפני הנסיעה הייתי צריך להכין דברים ליום מסלול, נסעתי לפנצריה להרכיב צמיגים משומשים בשביל הדריפט, אני יורד למסלול סהכ עם 8 צמיגים נוספים, זה אמור סהכ 4 זוגות של גלגלים להחלפה.
מעמיס את האוטו עם הצמיגים, ארגז כלים, גק וציידנית עם שתיה ודברים טעימים ויוצא להיפגש לפני הירידה לדרום.
אני נוסע בוולוו 940 משופרת, עברה הסבה לידני וקיבלה גם טורבו גדול ככה שהיא מוציא סהכ 300 כוח סוס בגלגלים, אחלה מכונה ליום מסלול שכזה.
נפגשים בירידה לכביש 6 ומתחילים את הנסיעה דרומה.
מגיעים למסלול עם אור ראשון מתחילים לפרוק את הציוד, אומרים שלום לחברים הנוספים שמגיעים, ולאט לאט ההתרגשות מתחילה לעלות, הרבה זמן שלא עשיתי דריפטים במסלול, מתרגש לקראת האירוע.
סיימתי לפרוק את האוטו, נאספים כולם בכיתה עלמנת לקבל תדריך נהגים ודגשים לקראת היום.
מקבלים קבוצות, אני בקבוצה 3 ככה שיש לי זמן לראות נהגים אחרים נוהגים על התוואי, וגם מספיק זמן להחליף צמיגים לצמיגי דריפט.
הקבוצה הראשונה עולה, אני מסתכל מהצד, מנסה ללמוד את המסלול ולהבין איזה קווי נהיגה הם הנכונים ביותר על מנת ""לתפור"" את המסלול הכי נכון, רושם לעצמי כמה דגשים בראש. הקבוצה הראשונה יורדת והשניה עולה הגיע הזמן ללכת להחליף את הגלגלים.
במרוצת השנים למדתי שכדאי שיהיה מברגה טובה שעושה חיים קלים מאוד בהחלפת גלגלים, מרים את החלק האחורי של האוטו באוויר, פותח את הגלגלים בשני הצדדים ומחליף לאחד הסטים שלהגלגלים שהבאתי איתי מהבית. סוגר את כול הברגים, מוריד את האוטו מהגק, שותה שלוק מים שם קסדה ונעמד בתור לעליה למסלול, הנה זה הגיע, הרגע שאני מתכונן אליו כבר כמה ימים, סופסוף עולים לעשות דריפטים במסלול.
שם הילוך ראשון משחרר קלאץ מהיר והגלגלים מפרפרים, מכניס שני ועושה סיבוב רגוע ראשון על המסלול להרגיש אותו מקרוב, סיבוב שני כבר מרימים את הקצב ומנסים לאט לאט לתפור פניות, נזכר איך זה לנהוג וחוזרות התחושות גם מהרכב, כולכך הרבה זמן שלא נהגתי, היה חסר לי.",0
238,נקבה,1996,"לאחר תקופה ארוכה בבית בעקבות הקורונה החליטה הממשלה שאפשר לפתוח את בתי המלונות, ולכן החלטנו לנסוע לאילת כל החברות, זה היה באמת הכי ספונטני שיש ובתור אחת שלא מגדירה את עצמה ספונטנית עד כדי כך, זה היה מדהים להחליט ככה מהר שנוסעים, לארוז ככה כמה שיותר ולשבור את השגרה המשעממת שנוצרה בעקבות הקורונה, חברה שלי הוציאה אוטו ואספה את ארבעתנו בבוקר, הנסיעה הייתה מצחיקה בטירוף, חברות שלי צחקו עלי שאני נראת צרפתייה עם הכובע קש הענקי שלי והאוברול שלבשתי וצחקתי שיש לי יופי אירופאי, עצרנו בתחנת דלק באמצע הדרך לקנות קצת אוכל ולתדלק, זה היה אחרי בערך שעתיים, איך שעצרנו היה אוטובוס של חיילים ותיירים, נכנסנו לסופר של התחנת דלק והתחלנו לחפש מה לקחת לנסיעה ואולי גם לחדר שיהיה על הדרך, תוך כדי החיפושים לחטיפים מוצלחים מישהו ניגש אלי והתחיל לדבר איתי צרפתית, חברות שלי שהיו בצד פשוט התחילו לצחוק כמו משוגעות ואני לא יכלתי להתאפק ופשוט התחלתי לצחוק זה היה כל כך מביך, אמרתי לבן אדם באנגלית שאני מצטערת ואני לא מדברת צרפתית, קנינו את הדברים אכלנו בחוץ ושתינו קפה וכמובן שחברות שלי לא הפסיקו לצחוק על המקרה ולהגיד שהן צדקו, צחקנו ואז חזרנו לאוטו להמשך הנסיעה, שרנו, דיברנו, צחקנו והנסיעה עברה כל כך מהר, וישר הגענו לאילת, קיבלנו 2 חדרים ענקים, ישר התארגנו שמנו בגד ים ויצאנו לחוף ים שהיה קרוב לבית מלון, השתזפנו ואז החלטנו לשכור סאפ, וניסנו כל אחת לעמוד על הסאפ כולן נפלו ישר וחיכו לרגע שאני אעלה על הסאפ לראות אם אני מצליחה אבל הן ידעו שאני לא אצליח כי אני מאד מגושמת וקלמזי כמעט בכל דבר, עליתי על הסאפ בזהירות עמדתי עליו והתחלתי פשוט לשחות עם המוטות, חברות שלי היו בשוק ואמרו שהן חייבות לתעד את הרגע ואיך שהן צילמו אותי ניסתי לעשות פוזה על הסאפ ונפלתי ישר לים והן תיעדו את זה ולא הפסיקו לצחוק, באמת שהיה כיף וזה היה רק היום הראשון, רק מהמחשבה שיש לנו עוד 3 לילות להיות באילת ריגשה אותי, חזרנו למלון התקלחנו והתארגנו לערב, יצאנו לאיזה מבשלת בירות מגניבה, שתינו שם בירות וטעמנו כל מיני בירות תוצרת בית והיה פשוט מדהים חזרנו ואמרנו שנעשה חדר בריחה, זה היה חדר בריחה ממש קריפי באזור המרכז של אילת, נכנסנו ועשינו את החדר בריחה, היינו כלואות בתוך סורגים והיינו צריכות להשתחרר מהן ולמצוא את המפתח והרוצח,לקח לנו קצת זמן כי כל אחת נבהלה ממשהו אחר בחדר והבהילה את כולנו, זה היה כל כך מצחיק שאני לא אופתע אם תיעדו אותנו והעלו את זה לאינטרנט, בסוף הצלחנו למצוא את הרוצח אחרי שביקשנו רק פעם אחת עזרה! יצאנו מהחדר בריחה, והמשכנו לטייל בטיילת שהייתה באזור קרוב, ופתאום קלטתי שאני מזהה מישהו בטיילת זה היה החבר הכי טוב של האקס שלי ששמרנו על קשר באינסטגרם והוא עבד שם תקופה באילת, היה מביך קצת אבל אמרנו שלום, צחקנו, הכרתי אותו לחברות שלי והוא הכיר אותי לחברים שלו ובגלל שהוא מכיר את האזור אז הוא לקח אותנו לכל מיני שטויות שיש באילת ועשינו המון צחוקים, שתינו והיה כיף ממש והמבוכה השתחררה מהר. הזמן טס נהנו מאילת ובסוף חזרנו לבית ואמרנו שחייב שוב. זו הייתה חוויה שלא אשכח לעולם והחופשה הכי טובה שיש.",0
239,זכר,1994,"מתחילת התואר אני וחבריי חושבים לעשות את הטיול הגדול אל דרום אמריקה, טיול של כחודשיים. לאחר כל התכנונים, החלום התגשם וטסנו לטיול בדרום אמריקה לאחר תקופת המבחנים של סמסטר ב' שנה ב'. נחתנו בארגנטינה ב15/7/2020 יום רביעי. לאחר התאקלמות מדהימה במדינה, כמובן שהדבר שהכי חפצנו בו כשנגיע לארגנטינה היא מסעדת בשרים ארגנטינאית איכותית, וכך היה.
ארגנטינה הייתה מדהימה, ביקרנו באושוואיה העיר הדרומית ביותר בעולם וכמובן איך לא בקרחון המתנפץ שזה פשוט דבר מדהים, היינו כמה ימים בבואנוס אייריס ולאחר מכן המשכנו למפלי האיגואסו שזה ממש על הגבול עם ברזיל ואחד משבעת פלאי תבל.
מארגנטינה המשכנו לברזיל, חווינו את ריו דה זנרו לא בתקופת הקרנבל אך טיילנו בג'ונגלים של אגן האמזונס.
אחרי ברזיל המשכנו לבוליביה לסנטה קרוז, חווינו טיולי ג'יפים וביקרנו באחד מהאגמים הגבוהים בעולם.
מבוליביה המשכנו לפרו שהייתה מדהימה בעיניי, חוויה עוצמתית חווינו באיקה כאשר ביצענו סקי חולות, לאחר מכן המשכנו צפונה לקוסקו כי הרי איך נחווה את דרום אמריקה ללא המאצ'ו פיצ'ו.
וכמובן היעד האחרון היה מקסיקו, הדובדבן שבקצפת, פשוט אין לתאר את החופים המושלמים שם, פשוט מקום מדהים.
התחלנו בקנקון, חופי רחצה מדהימים, ים מושלם, חיי לילה יוצאי דופן, כמובן כל מי שמבקר בקנקון מכיר את מועדון הקוקו בונגו שכל ערב מתקיימים שמה מסיבות נוצצות, מוזיקה.
לאחר מכן המשכנו לאיסלה מוחרס, אי מדהים עם מלונות מפוארים, חופים עוצרי נשימה, אווירה שקטה יותר מחיי הלילה, וכמובן איך אפשר שלא לחוות את הזריחה המטורפת שנשקפת מחופי איסלה מוחרס.
ואיך כמעט שכחנו את טולום, שהיא חלק בלתי נפרד מהחופים היפים בעולם, בקתות מעלפות על חוף הים, בטולום האווירה רגועה יחסית מכל מקסיקו, הדבר ההזוי שחווינו בטולום היא שברוב המקומות בעיר אין חשמל בלילה.
לאחר טיול מטורף מלא בחוויות עוצמתיות, בילויים עם חברים טובים, שהייה בחופים מדהימים, טיולים וביקורים בפלאי תבל, גם החזרה לארץ זמנה הגיעה. טיסה ממקסיקו סיטי לישראל, טיסה ארוכה ומעייפת אך ההרגשה היא שאנחנו מלאים בחוויות ועוצמה להתחיל את שנה ג' כולה על הצד הטוב ביותר שיכול להיות.
לסיכום, הטיול הזה היה נחוץ ביותר, משחרר, נותן המון כוחות להמשיך שנה שלמה מלאה באתגרים ושאיפה למצוינות והצלחה, אפשר לסכם שהיה טיול מושלם.",0
240,זכר,1993,"השנה, במסגרת חילופי סטודנטים, נשלחתי ללונדון לבצע כמו קורסים כחלק מהתואר שלי במכון הטכנולוגי חולון.
אמנם הדבר נשמע כמו חוויה מעניינת, אקסקלוסיבית ומלאת הנאה, אך המצב השתנה כשהקורונה הגיע.
המצב בכל בריטניה היה קשה מאוד, אפשר לומר שנתקעתי שם ללא יכולת לחזור לארץ, רחוק מהמשפחה והחברים והעבודה. וכך יצא שהחוויה האוניברסלית שהייתי צריך לעבור עברה שינוי משמעותי באיך שציפיתי שהחוויה תהיה ואיך שהיא הייתה בפועל.
המוטציה הבריטית השפיעה חזק על חבריי שנשלחו איתי מהארץ לחילופי סטודנטים, כי גם באיזשהו מקום פחדנו לחזור לארץ ולהדביק שם אנשים שלא נחשפו למוטציה הזו, שלא נדבר על כך שהיו חלון הזדמנויות קטן מאוד לחזור לארץ, וגם אלו שלפעמים כבר סגרו טיסה חזרה ארצה, הדברים התבטלו בגלל החלטות של הרגע האחרון לפתיחה או סגירת השמיים בשתי המדינות, ישראל ובריטניה.
הבריטים החלו ללמוד בזום אוליי כחודש אחרי שירשאל כבר השכילה לעשות זאת, וכך יצא שפספסתי המון חומר, עכשיו אני במצב אקדמי בעייתי במכון הטכנולוגי ולא יודע אם מישהו ינסה לתקן זאת. שליש מהקורסים שהייתי אמור לקחת בחוץ לארץ בוטלו, ואני בספק אם אסיים את התואר השנה. 
כשרציתי לטוס לבריטניה כדי ללמוד דמיינתי איך אטייל ואחווה את לונדון תוך כדי הלימודים, אך בשל הקורונה יצא שהייתי סגור בחדר, גם ללא בידוד. לא היה לי כל כך מה לעשות בחוץ כי הכל סגור, אנשים חוששים להסתובב ברחובות והעניין הזה עוד יותר הרס את החוויה. אני חושב שאף אחד לא היה מוכן לקורונה, ויש נפגעים הרבה יותר קשים ממני מהנושא, אך איפשהו למרות שהמצב שקרה לי לא באשמתי, אני נדרש להשלים את הפער ולחזור לתלם כמה שיותר מהר, עם מאמץ שגם ככה קשה מבחינת מוטיבציה בתקופת הקורונה. רוב התקופה העברתי בשכונה בצפון לונדון, ובין הפגות של סגרים ובידודים החלטתי לעבור לגור בבורנמות' כי שמעתי ששם מתמודדים עם התחלואה והמצבים השונים שהקורונה הביאה איתה בצורה טובה, ושיש שם קצת חיים בניגוד ללונדון. לאחר שני סמסטרים בלמידה מרחוק, גם מהבית וגם מרחוק מהמכללה הבריטית. חזרתי לארץ בתחושת פספוס וכעת אני עומד לעבוד קשה במהלך סמסטר הקיץ על מנת להשלים את הפערים ולסיים את התואר",0
241,זכר,1993,"כשחבר הזמין אותי לחול, לא באמת חשבתי שזה יקרה, פשוט אמרתי לו כן ותיארתי לעצני שזה יתבטל. אחרי שבועיים בערך אני מקבל טלפוןם ממנו, שומע? מצאתי אחלה מקודות שנוטכל טייל בהם! ואז הבנתי שזה הולך לקרות! התחלתי להתארגןם על דברים, ציוד להליכה, תיקים, בגדים חמים, כסף ודרכון מעודכן. לאחר תכנונים נפגשנו בשדה. הוא הביא לי את אחד מהתיקים שלו (כי לי אין תיק טוב לטיולים) ועלינו למטוס לאיטליה. בטיסה עצמה לא הצלחתי לישון, היה ילד קטן שבכה כל הדרך, מעצבן. כשהגענו, הלכנו ישר לסוכנות השכרת הרכב ולקחנו את הרכב שהזמנו מראש. סיטרואל 4C בצבע סגול, כי זה מה שנשאר. חצי קראנו לה. עלינו על חצי והתחלנו את המסע לכיוון אגם גארדה. השעה הייתה 10 בערב, קצת קריר בחוץ, חושך מוות ואין לנו מושג לאן אנחנו נוסעים (רק עם GPS) בהתחלה התחלנו לחפש מקום לישון בו, מצאנו עיירה סמוכה והחלטנו ללכת לשם, על הדרך עצרנו בפיצה, הםיצה הראשונה באיטליה!
משם, המשכנו לעיירה עצמה ומצאנו אכסנייה די נחמדה שבה עצרנו ללילה. בבוקר שלמחורת, הוא מצא מסלול טיול על אחד ההרים באזור. נסענו לשם (נסיעה של כשעה בערך). התחלנו לעלות עם הרכב לכיוון המסלול, הדרך הייתה נופית, עצים ויער מכל כיוון, עד שבאיזשהו שלב הוא מבקש ממני לעצור ולחנות את הרכב. אני, שלא ראיתי חניה מסודרת ולא מכיר מסלולי טיולים כאלה לא הבנתי מה הוא רוצה. עצרתי את הרכב, יצאנו ממנו מסתכלים לכיוון ההר (בדיעבד, ההר היה בגובה של 2 קמ). הוא מצביע לראש ההר ואומר לי: רואה את הצלב שם? לשם אנחנו מגיעים!"". אמרתי אוקיי, איפה ההתחלה? הוא אומר לי פה, והתחלנו ללכת לכיוון ראש ההר. בהתחלה העליה הייתה די תלולה, אני אומנם בלי םפחד גבהים אבל כל הזמן דיברתי איתו מה היה קורה אם, אם מישהו נופל מה עושים? איל מזעיקים עזרה? (העייריה הכי קרובה זה שעה נסיעה, אני בלי טלפון עם רשת והוא עם חצי כוח). הסכמנו שאם אחד נופל וזאת פציעה קשה, עוצרים (כמובן) ומנסים לפנות כמה שאפשר. לא קרה לנו כלום, לשמחתי. לאחר הטיפוס של שעתיים בערךף, הגענו לראש ההר! הנוף היה מרשים! השמיים היו מכוסים בעננים ולא ראינו יותר מידי בהתחלה, אבל לאחר כמה דקות השמיים בתבהרו קצת וראינו ממש רחוק! אפילו אתץ האוטו שלא גנבו אותו בסוף (שזאת הייתה אחת מהדאגות שלי). לאחר מכן חזרנו לאוטו ונסענו עיירה חדשה במטרה לטייל שוב. ואז התחילה הקורונה, לא חשבנו שזה יגיע לאזור שלנו אבל עדיין. כששמענו על זה בפעם הראשונה קצת צחקנו ואמרנו שאין סיכוי שזה יגיע אלינו, אבל כשהגיע אליטליה, מצאנו את עצמנו מנסים לחזור כמה שיותר נמהר הביתה. בסוף, הספקנו לעלות את הטיסה הראשטה מאיטליה לפני שהיא נסגרה, המזל היה שהיינו עם מסיכות כבר אז לא נדבקנו",0
242,זכר,1999,"אני הולך לספר על חוויה שקרתה לי בחצי שנה האחרונה והיא טיפה לא שגרתית בואו נגיד ככה. כמו כל יום חמישי בכל שבוע מגיע זמן הקניות לסופר. נסעתי לסניף שקרוב לבית שלי והגעתי לעמדת העגלות של הסופר. פתחתי את הארנק ופתאום גיליתי שאין לי חמישה שקלים להכניס לעגלה של הסופר כדי לקחת אותה ולהשתמש בה. התבאסתי ממש כי לא היה לי כוח עכשיו לנסות לחפש איך אני מוצא 5 שקלים. עלה לי רעיון והוא להיכנס לקופה הראשית של הסופר ולבקש שם לפרוט לי לכסף קטן. באתי לשם וזו הייתה משהי דיי מבוגרת אז שאלתי בנחמדות ובנימוס אם היא יכולה לפרוט לי לכסף קטן, והיא אמרה לי שלא. בהתחלה דיי נדהמתי מהתגובה שלה אבל אחרי זה ניסיתי לשכנע אותה שזה בשביל העגלה של הסופר ובעצם כרגע אני לא יכול לעשות קניות אצלם בסופר כי אין לי עגלה. היא אמרה לי שהיא מבינה אבל יש להם מן חוק או הסדר לא כתוב כזה שהם לא פורטים כסף. אז אמרתי לה: ""טוב מה אני עושה עכשיו?"" עם פרצוף טיפה כעוס, והיא אמרה לי שאני צריך להשאיר אצלה תעודת זהות כדי לקבל 5 שקלים. באותו זמן עמדו מאחוריי עוד ארבעה אנשים שגם רצו לקבל שירות ממנה, כל אחד מסיבותיו שלו והתחלתי להרגיש את הרטינות והקולות של האנשים מאחוריי שאני כבר אסיים עם הקופה ראשית ואפנה להם. עכשיו ההייתי בסיטואציה שלא ידעתי מה לעשות, כי אני לא הולך להשאיר לה תעודת זהות בשביל חמישה שקלים זה די מרגיז וגם האנשים מאחוריי התחילו לצקצק בקול שאסיים כבר. בגלל הלחץ שנוצר והיה תור של אנשים, אז כל מי שעמד מאחוריי לא שמר על מרחק סביר של 2 מטר וכל מגבלות הקורונה אז הסתובבתי אליהם, הרמתי את הקול ואמרתי שכולם יזוזו ממני מטר וחצי אחורה ושייתנו לי לסיים. האנשים שם לא היו סימפטיים בלשון המעטה וחלקם לא היה אכפת שהם לא שומרים על ההגבלות, ולכן ביקשתי עוד פעם והרמתי את הקול שוב ולבסוף הם זזו אחורה. דיברתי עם האישה המבוגרת שהייתה בקופה ראשית ואמרתי לה שתפרוט לי כי זה לא הגיוני כל הדבר הזה, אבל היא לא הסכימה ויצאתי מהסופר. עכשיו לא ידעתי מה לעשות כי לא רציתי ללכת הביתה בחזרה ולא היה לי כוח ללכת לפרוט כסף מקיוסק או חנויות אחרות, אז אמרתי שאנסה לשאול את השומר של הסופר אם יש לפרוט, ואכן היה לו לפרוט. הוא פרט לי באדיבות והוא היה איש נחמד שעזר לי עם כל הסאגה של החמישה שקלים לעגלת הסופר. בסופו של דבר אחרי כל החוויה הזו, שמתי את הכסף בעגלה והתחלתי בקניות שלי.",0
